Lexical item,Level
técnico,C1
técnico de sonido,C1
técnico de iluminación,C1
antena parabólica,C1
índice de audiencia,C1
cuota de audiencia,C1
récord de audiencia,C1
imagen violenta,C1
imagen impactante,C1
imagen conmovedora,C1
imagen desgarradora,C1
emitir una noticia,C1
emitir un programa,C1
televisar una noticia,C1
televisar un programa,C1
retransmitir una noticia,C1
retransmitir un programa,C1
transmitir una noticia,C1
transmitir un programa,C1
internauta,C1
pirata,C1
pirata informático,C1
ciberespacio,C1
intranet,C1
tienda virtual,C1
realidad virtual,C1
entorno virtual,C1
centro virtual,C1
campus virtual,C1
buscar en la red,C1
buscar en el correo,C1
bloquearse la red,C1
bloquearse el correo,C1
saturarse la red,C1
saturarse el correo,C1
materiales de primera calidad,C1
hormigón,C1
yeso,C1
escayola,C1
rehabilitar una vivienda,C1
arreglar una grieta,C1
arreglar una gotera,C1
reparar una grieta,C1
reparar una gotera,C1
tapar una grieta,C1
tapar una gotera,C1
poner parqué,C1
poner moqueta,C1
derribar una vivienda,C1
derribar un edificio,C1
derribar una casa,C1
derruir una vivienda,C1
derruir un edificio,C1
derruir una casa,C1
tirar abajo una vivienda,C1
tirar abajo un edificio,C1
tirar abajo una casa,C1
levantar una vivienda,C1
levantar un edificio,C1
levantar una casa,C1
edificar una vivienda,C1
edificar un edificio,C1
edificar una casa,C1
construir una vivienda,C1
construir un edificio,C1
construir una casa,C1
adjudicar un proyecto,C1
aprobar un proyecto,C1
conceder un proyecto,C1
entrega de llaves,C1
hipotecar una vivienda,C1
adquirir una vivienda,C1
invertir en una vivienda,C1
subir el precio del suelo,C1
subir el precio del metro cuadrado,C1
subir el precio de la vivienda nueva,C1
subir el precio de la vivienda de segunda mano,C1
bajar el precio del suelo,C1
bajar el precio del metro cuadrado,C1
bajar el precio de la vivienda nueva,C1
bajar el precio de la vivienda de segunda mano,C1
solicitar un crédito,C1
solicitar una cancelación de hipoteca,C1
solicitar una ampliación de hipoteca,C1
pedir una cancelación de hipoteca,C1
pedir una ampliación de hipoteca,C1
conceder una cancelación de hipoteca,C1
conceder una ampliación de hipoteca,C1
residente,C1
morada,C1
domicilio,C1
alojarse en,C1
habitar,C1
chabola,C1
choza,C1
cabaña,C1
propiedad,C1
terreno,C1
casa rústica,C1
palacete,C1
mansión,C1
vecindario,C1
huésped,C1
casero,C1
inquilino,C1
piso de nueva construcción,C1
casa en ruinas,C1
a estrenar,C1
vivienda en construcción,C1
tener buenos acabados,C1
tener malos acabados,C1
tareas domésticas,C1
bayeta,C1
estropajo,C1
lejía,C1
limpiacristales,C1
lavado,C1
secado,C1
planchado,C1
centrifugado,C1
desinfectar,C1
frotar,C1
aclarar,C1
centrifugar,C1
quitar una mancha,C1
eliminar una mancha,C1
salir una mancha,C1
frotar una mancha,C1
quitar la suciedad,C1
librarse de la suciedad,C1
eliminar la suciedad,C1
limpiar por encima,C1
limpiar a fondo,C1
limpiar de arriba abajo,C1
limpiar en seco,C1
pasar la bayeta,C1
pasar el trapo,C1
pasar el plumero,C1
estilo colonial,C1
estilo rústico,C1
estilo minimalista,C1
tono suave,C1
tono pastel,C1
tono frío,C1
tono cálido,C1
tono neutro,C1
pintura mate,C1
pintura brillante,C1
empapelar,C1
distribuir los espacios,C1
distribuir los muebles,C1
aprovechar los espacios,C1
aprovechar los huecos,C1
aprovechar la luz,C1
aprovechar los rincones,C1
crear ambientes,C1
crear zonas,C1
separar ambientes,C1
separar zonas,C1
diferenciar ambientes,C1
diferenciar zonas,C1
mesa de centro,C1
mesa de comedor,C1
mesa auxiliar,C1
mecedora,C1
mesa camilla,C1
vitrina,C1
contraventana,C1
estor,C1
visillo,C1
cuidado,C1
mantenimiento,C1
advertencias de uso,C1
garantía,C1
pieza de repuesto,C1
pieza de recambio,C1
televisor de pantalla plana,C1
televisor de plasma,C1
cambiar una pieza,C1
sustituir una pieza,C1
electrodoméstico de gama alta,C1
electrodoméstico de gama media,C1
electrodoméstico de gama baja,C1
electrodoméstico de bajo consumo,C1
electrodoméstico de gran capacidad,C1
electrodoméstico de fácil manejo,C1
electrodoméstico de pequeñas dimensiones,C1
electrodoméstico de diseño,C1
devolución,C1
franqueo,C1
destinatario desconocido,C1
destinatario ausente,C1
ventana,C1
ventana de un sobre,C1
certificar,C1
girar,C1
remitir,C1
franquear,C1
sellar,C1
banca,C1
banquero,C1
entidad bancaria,C1
oficina bancaria,C1
sucursal bancaria,C1
aval,C1
aval bancario,C1
cheque al portador,C1
cheque nominativo,C1
cheque sin fondos,C1
cheque en blanco,C1
entidad financiera,C1
caja de ahorros,C1
consultar los últimos movimientos,C1
pedir un extracto de cuenta,C1
solicitar un préstamo,C1
denegar un préstamo,C1
cobrar intereses,C1
estar en números rojos,C1
asistencia sanitaria,C1
cobertura sanitaria,C1
UVI,C1
UCI,C1
financiar las medicinas,C1
asistir al enfermo,C1
policía secreta,C1
policía nacional,C1
policía municipal,C1
seguimiento,C1
persecución,C1
pista falsa,C1
pista concluyente,C1
pista fiable,C1
dispositivo de emergencia,C1
dispositivo de salida,C1
dispositivo de entrada,C1
dispositivo de seguridad,C1
control policial,C1
control rutinario,C1
control de alcoholemia,C1
arresto,C1
captura,C1
detención,C1
interrogatorio,C1
investigación,C1
investigación policial,C1
perro adiestrado,C1
cámara de vigilancia,C1
cámara de control,C1
cámara de seguridad,C1
fuerzas de seguridad,C1
fuerzas del orden,C1
entregarse,C1
firmar una declaración,C1
hacer una declaración,C1
estar bajo vigilancia,C1
estar bajo protección,C1
capturar a un delincuente,C1
capturar a un sospechoso,C1
interrogar a un delincuente,C1
interrogar a un sospechoso,C1
desactivar un explosivo,C1
desactivar una bomba,C1
detectar un explosivo,C1
detectar una bomba,C1
estallar un explosivo,C1
estallar una bomba,C1
desactivar un artefacto explosivo,C1
desactivar una bomba,C1
detectar un artefacto explosivo,C1
detectar una bomba,C1
estallar un artefacto explosivo,C1
estallar una bomba,C1
pasar un control,C1
saltarse un control,C1
ir de paisano,C1
vestir de uniforme,C1
,C1
no tener antecedentes penales,C1
no tener antecedentes policiales,C1
estar bajo sospecha,C1
encontrar pruebas,C1
hallar pruebas,C1
presentar pruebas,C1
estar fichado,C1
estar fichado por la policía,C1
voluntariado,C1
auxilio,C1
asistencia,C1
socorro,C1
aislamiento,C1
programa social,C1
programa de promoción,C1
programa de inserción,C1
plan de integración,C1
políticas de prevención y ayuda,C1
ley de protección,C1
movilización pública,C1
recogida de firmas,C1
información y asesoramiento,C1
ayuda jurídica,C1
apoyo y orientación,C1
gratuidad de los medicamentos,C1
reducción del precio del transporte público,C1
descuentos en espectáculos,C1
residencias temporales,C1
residencias para discapacitados,C1
centro de mujeres,C1
centro de menores,C1
centro de animales,C1
centro de mujeres,C1
centro de menores,C1
centro de animales abandonados,C1
asilo,C1
centro de día,C1
residencia para personas mayores,C1
servicio de ayuda,C1
servicio de orientación,C1
servicio de atención,C1
servicio de integración,C1
asistir a menores,C1
asistir a emigrantes retornados,C1
asistir a trabajadores,C1
acoger a menores,C1
acoger a emigrantes retornados,C1
acoger a trabajadores,C1
proteger a menores,C1
proteger a emigrantes retornados,C1
proteger a trabajadores,C1
integrarse,C1
asistir,C1
socorrer,C1
excluir,C1
aislar,C1
vertedero municipal,C1
fuente de agua potable,C1
carril para bicicletas,C1
carril para bicicletas carril bici,C1
servicio de alumbrado,C1
servicio de alcantarillado,C1
suministro de electricidad,C1
suministro de agua,C1
suministro de gas,C1
abastecimiento de electricidad,C1
abastecimiento de agua,C1
abastecimiento de gas,C1
alcantarilla,C1
alumbrado público,C1
alumbrado urbano,C1
haber un corte de electricidad,C1
haber un corte de agua,C1
producirse un corte de electricidad,C1
producirse un corte de agua,C1
haber un corte en el suministro de electricidad,C1
haber un corte en el suministro de agua,C1
producirse un corte en el suministro de electricidad,C1
producirse un corte en el suministro de agua,C1
hacer peatonal el centro urbano,C1
dar alumbrado público,C1
sanear un área,C1
suministro de electricidad,C1
suministro de agua,C1
suministro de gas,C1
abastecimiento de electricidad,C1
abastecimiento de agua,C1
abastecimiento de gas,C1
mostrador,C1
estante,C1
vitrina,C1
lote,C1
entrega,C1
liquidación,C1
promoción,C1
fabricante,C1
productor,C1
comerciante,C1
negociante,C1
encargado,C1
proveedor,C1
denominación de origen,C1
garantía de calidad,C1
cartera de clientes,C1
cliente habitual,C1
cliente potencial,C1
comercializar,C1
proveer,C1
subastar,C1
adquirir,C1
captar clientes,C1
atender clientes,C1
fidelizar clientes,C1
recuperar clientes,C1
traspasar un comercio,C1
inaugurar un comercio,C1
hábito,C1
uniforme,C1
punto,C1
imperdible,C1
modelo,C1
pasarela,C1
desfile de moda,C1
escotado,C1
ceñido,C1
holgado,C1
cuello redondo,C1
cuello alto,C1
cuello barco,C1
cuello chimenea,C1
cuello de pico,C1
bordado,C1
vestir de corto,C1
vestir de largo,C1
vestir de gala,C1
hacer daño los zapatos,C1
rozar los zapatos,C1
arreglar la manga,C1
arreglar el bajo,C1
arreglar el dobladillo,C1
arreglar la cintura,C1
coger la manga,C1
coger el bajo,C1
coger el dobladillo,C1
coger la cintura,C1
meter la manga,C1
meter el bajo,C1
meter el dobladillo,C1
meter la cintura,C1
sentar como un tiro,C1
sentar como un guante,C1
quedar como un tiro,C1
quedar como un guante,C1
alimento de primera necesidad,C1
lote de tres paquetes,C1
puñado de lentejas,C1
envasado al vacío,C1
enlatado,C1
en conserva,C1
ahumado,C1
fecha de caducidad,C1
adulterar un alimento,C1
manipular un alimento,C1
estropearse,C1
descomponerse,C1
precio de venta al público,C1
precio de venta al público PVP,C1
cheque al portador,C1
cheque cruzado,C1
cheque en blanco,C1
cheque postal,C1
desembolsar,C1
costear,C1
efectuar un pago,C1
realizar un pago,C1
hacer efectivo un pago,C1
aplazar un pago,C1
agilizar un pago,C1
reclamar un pago,C1
malgastar el dinero,C1
tirar el dinero,C1
contagio,C1
transmisión,C1
curación,C1
recaída,C1
convalecencia,C1
epidemia,C1
ludopatía,C1
psicosis,C1
anorexia,C1
anemia,C1
cólico,C1
úlcera,C1
hernia,C1
lumbago,C1
diurético,C1
dietético,C1
nutritivo,C1
saludable,C1
digestivo,C1
renal,C1
ginecológico,C1
salud débil,C1
salud delicada,C1
salud frágil,C1
agravarse,C1
agudizarse,C1
incubar,C1
degenerar,C1
curarse de,C1
recuperarse de,C1
disfrutar de buena salud,C1
gozar de buena salud,C1
estar delicado,C1
estar indispuesto,C1
hacerse implantes,C1
hacerse una prótesis,C1
ponerse implantes,C1
ponerse una prótesis,C1
producirse una epidemia,C1
extenderse una epidemia,C1
fractura,C1
esguince,C1
inflamación,C1
infección,C1
inflamar,C1
inflamarse,C1
infectar,C1
infectarse,C1
cicatrizar,C1
coser,C1
salir un bulto,C1
salir un chichón,C1
picor,C1
trastorno,C1
indisposición,C1
acidez de estómago,C1
ardor de estómago,C1
síntomas claros,C1
síntomas evidentes,C1
síntomas alarmantes,C1
síntomas inequívocos,C1
síntomas visibles,C1
dolor sordo,C1
dolor agudo,C1
dolor crónico,C1
dolor punzante,C1
dolor abdominal,C1
dolor intestinal,C1
dolor lumbar,C1
trastorno digestivo,C1
trastorno respiratorio,C1
trastorno nervioso,C1
picar,C1
escocer,C1
delirar,C1
aliviar,C1
remitir,C1
desmayarse,C1
desvanecerse,C1
perder el conocimiento,C1
perder el sentido,C1
estar inconsciente,C1
dar arcadas,C1
tener el estómago revuelto,C1
historia clínica,C1
parte,C1
parte médico,C1
terapia,C1
tratamiento,C1
análisis clínicos,C1
neurología,C1
pediatría,C1
radiología,C1
geriatría,C1
dermatología,C1
psiquiatría,C1
fisioterapia,C1
auxiliar,C1
ATS,C1
ATS Ayudante Técnico Sanitario,C1
camillero,C1
personal sanitario,C1
personal médico,C1
médico de cabecera,C1
médico de familia,C1
médico especialista,C1
médico privado,C1
médico del seguro,C1
turno de día,C1
turno de tarde,C1
turno de noche,C1
donar sangre,C1
donar óvulos,C1
donar órganos,C1
dar un tratamiento,C1
seguir un tratamiento,C1
hacer turnos,C1
estar de guardia,C1
hacer una guardia,C1
medicamento fuerte,C1
medicamento eficaz,C1
medicamento agresivo,C1
medicamento preventivo,C1
medicamento curativo,C1
comprimido,C1
cápsula,C1
píldora,C1
medicina general,C1
medicina alternativa,C1
medicina natural,C1
medicina tradicional,C1
medicina preventiva,C1
medicina deportiva,C1
aguas medicinales,C1
aguas termales,C1
inyectar,C1
dosificar,C1
ingerir,C1
hacer efecto un medicamento,C1
surtir efecto un medicamento,C1
tolerar un medicamento,C1
ser alérgico a un medicamento,C1
estar indicado para una enfermedad,C1
estar contraindicado para una enfermedad,C1
desinfección,C1
champú anticaspa,C1
champú antipiojos,C1
colonia fresco,C1
colonia fuerte,C1
colonia dulzón,C1
colonia intenso,C1
perfume fresco,C1
perfume fuerte,C1
perfume dulzón,C1
perfume intenso,C1
higiene personal,C1
higiene corporal,C1
higiene bucal,C1
higiene industrial,C1
aseo personal,C1
arreglo personal,C1
cuidado personal,C1
asear,C1
asearse,C1
enjabonar,C1
enjabonarse,C1
enjuagarse la boca,C1
cabello,C1
vello,C1
puntas del pelo,C1
raíz del pelo,C1
piel tersa,C1
piel seca,C1
piel grasa,C1
piel tersa,C1
piel deshidratada,C1
piel reseca,C1
piel grasa,C1
pelo lacio,C1
pelo fino,C1
pelo fuerte,C1
pelo ondulado,C1
pelo sedoso,C1
crema anticelulítica,C1
crema reductora,C1
crema reafirmante,C1
crema depilatoria,C1
depilarse a la cera,C1
depilarse con cuchilla,C1
depilarse con crema,C1
teñirse de rubio,C1
teñirse de moreno,C1
ponerse una coleta,C1
ponerse una trenza,C1
ponerse un moño,C1
ponerse la raya al lado,C1
ponerse mechas,C1
hacerse una coleta,C1
hacerse una trenza,C1
hacerse un moño,C1
hacerse la raya al lado,C1
hacerse mechas,C1
cortarse el pelo al cero,C1
cortarse las puntas,C1
raparse,C1
hacerse un corte desenfadado,C1
hacerse un corte atrevido,C1
hacerse un corte de pelo desenfadado,C1
hacerse un corte de pelo atrevido,C1
dejarse flequillo,C1
dejarse barba,C1
dejarse perilla,C1
eliminar las espinillas,C1
eliminar los granos,C1
eliminar los puntos negros,C1
eliminar las impurezas de la piel,C1
quitar las espinillas,C1
quitar los granos,C1
quitar los puntos negros,C1
quitar las impurezas de la piel,C1
hacerse la manicura,C1
hacerse la pedicura,C1
hacerse una limpieza de cutis,C1
darse una mascarilla,C1
ponerse una mascarilla,C1
hacerse la cirugía estética,C1
hacerse una liposucción,C1
resguardo,C1
recibo,C1
justificante,C1
brújula,C1
cantimplora,C1
termo,C1
orientarse,C1
tener sentido de la orientación,C1
tener buen sentido de la orientación,C1
veraneante,C1
veraneo,C1
veranear,C1
trasladarse,C1
desplazarse,C1
accidentado,C1
hacer una escapada de fin de semana,C1
estar de paso,C1
playa tranquila,C1
playa desierta,C1
playa privada,C1
chiringuito,C1
rompeolas,C1
nadar a braza,C1
nadar a crol,C1
nadar de espaldas,C1
subir la marea,C1
bajar la marea,C1
coger una insolación,C1
tener un corte de digestión,C1
ladera abrupta,C1
ladera escarpada,C1
ladera rocosa,C1
pared abrupta,C1
pared escarpada,C1
pared rocosa,C1
escalada (en roca,C1
en hielo.),C1
ascenso,C1
descenso,C1
ascender,C1
trepar,C1
descender,C1
deslizarse,C1
motel,C1
apartotel,C1
huésped,C1
saco de dormir,C1
colchón hinchable,C1
colchoneta hinchable,C1
confortable,C1
acogedor,C1
sobrio,C1
calle de sentido único,C1
calle de doble sentido,C1
carril de sentido único,C1
carril de doble sentido,C1
carretera de sentido único,C1
carretera de doble sentido,C1
paso a nivel,C1
autopista de peaje,C1
intersección,C1
carril,C1
desvío,C1
arcén,C1
embarcadero,C1
muelle,C1
carril adicional,C1
carril reversible,C1
carril de aceleración,C1
carril de entrada,C1
carril de vehículos lentos,C1
carril adicional,C1
carril reversible,C1
carril de desaceleración,C1
carril de entrada,C1
carril de vehículos lentos,C1
línea,C1
línea discontinua doble,C1
puerto fluvial,C1
puerto natural,C1
puerto pesquero,C1
puerto marítimo,C1
puerto comercial,C1
puerto deportivo,C1
helipuerto,C1
aeropuerto militar,C1
aeropuerto nacional,C1
aeropuerto militar,C1
aeropuerto internacional,C1
pista de aterrizaje,C1
pista de emergencia,C1
torre de control,C1
terminal,C1
estar en obras,C1
remolque,C1
furgoneta,C1
camioneta,C1
camión cisterna,C1
caravana,C1
deportivo,C1
limusina,C1
descapotable,C1
todoterreno,C1
monovolumen,C1
vehículo de transporte de mercancías,C1
vehículo para minusválidos,C1
volante,C1
retrovisor,C1
faro,C1
intermitente,C1
luna delantera,C1
luna trasera,C1
claxon,C1
motor,C1
embrague,C1
acelerador,C1
freno,C1
freno de mano,C1
palanca de cambio,C1
tren de cercanías,C1
tren de largo recorrido,C1
tren de alta velocidad,C1
tren directo,C1
tren de cercanías,C1
tren de largo recorrido,C1
tren de alta velocidad AVE,C1
tren directo,C1
coche cama,C1
vagón de carga,C1
vagón cisterna,C1
vagón de pasajeros,C1
luz de posición,C1
luz corta,C1
luz larga,C1
luz de emergencia,C1
luz de freno,C1
luz antiniebla,C1
poner primera,C1
poner segunda,C1
poner tercera,C1
meter primera,C1
meter segunda,C1
meter tercera,C1
tomar una curva,C1
coger una curva,C1
hacer una maniobra de adelantamiento,C1
hacer una maniobra de aparcamiento,C1
matricular un vehículo,C1
portaviones,C1
petrolero,C1
lancha motora,C1
canoa,C1
transatlántico,C1
trasbordador,C1
camarote,C1
bote,C1
bote salvavidas,C1
vela,C1
llevar el timón,C1
poner rumbo a,C1
tripular,C1
cambiar de rumbo,C1
balancearse,C1
naufragar,C1
hundirse,C1
avioneta,C1
avión de carga,C1
hidroavión,C1
copiloto,C1
aviador,C1
comandante,C1
brújula,C1
piloto automático,C1
caja negra,C1
planear,C1
sobrevolar,C1
tomar tierra,C1
tomar altura,C1
perder altura,C1
lanzarse en paracaídas,C1
tirarse en paracaídas,C1
hacer un aterrizaje de emergencia,C1
hacer un aterrizaje forzoso,C1
vehículo,C1
automóvil,C1
adelantamiento prohibido,C1
estacionamiento prohibido,C1
giro prohibido,C1
sentido obligatorio,C1
dirección única,C1
cadenas para nieve,C1
velocidad mínima,C1
uso obligatorio del cinturón de seguridad,C1
prudente,C1
imprudente,C1
temerario,C1
experimentado,C1
circular marcha atrás,C1
circular sin prestar atención,C1
circular con precaución,C1
circular con cuidado,C1
conducir marcha atrás,C1
conducir sin prestar atención,C1
conducir con precaución,C1
conducir con cuidado,C1
respetar el código de circulación,C1
respetar las normas,C1
infringir el código de circulación,C1
infringir las normas,C1
modificar el código de circulación,C1
modificar las normas,C1
reformar el código de circulación,C1
reformar las normas,C1
respetar el código de circulación de circulación,C1
respetar el código de circulación de tráfico,C1
respetar las normas de circulación,C1
respetar las normas de tráfico,C1
infringir el código de circulación de circulación,C1
infringir el código de circulación de tráfico,C1
infringir las normas de circulación,C1
infringir las normas de tráfico,C1
modificar el código de circulación de circulación,C1
modificar el código de circulación de tráfico,C1
modificar las normas de circulación,C1
modificar las normas de tráfico,C1
reformar el código de circulación de circulación,C1
reformar el código de circulación de tráfico,C1
reformar las normas de circulación,C1
reformar las normas de tráfico,C1
pisar el freno,C1
pisar el acelerador,C1
pisar el embrague,C1
pisar a fondo el freno,C1
pisar a fondo el acelerador,C1
pisar a fondo el embrague,C1
llevar puesto el cinturón de seguridad,C1
saltarse un semáforo en rojo,C1
saltarse un stop,C1
saltarse un paso de peatones,C1
aparcar en doble fila,C1
aparcar en zona de carga y descarga,C1
aparcar en un vado permanente,C1
hacer un giro prohibido,C1
hacer un adelantamiento prohibido,C1
tener preferencia,C1
no tener preferencia,C1
haber límite de velocidad,C1
recurrir una multa,C1
accidente en cadena,C1
accidente involuntario,C1
accidente mortal,C1
accidente leve,C1
accidente múltiple,C1
derrape,C1
pinchazo,C1
derrapar,C1
patinar,C1
frenar en seco,C1
dar un volantazo,C1
dar un frenazo,C1
quedarse sin frenos,C1
respetar el límite de velocidad,C1
no respetar el límite de velocidad,C1
sufrir un accidente,C1
verse implicado en un accidente,C1
chapista,C1
estación de servicio,C1
surtidor,C1
túnel de lavado,C1
avería,C1
repuesto,C1
taller de mecánica,C1
taller de electricidad,C1
taller de carrocería,C1
taller de pintura,C1
taller de chapa y pintura,C1
comprobar los frenos,C1
comprobar las luces,C1
averiarse,C1
empujar,C1
remolcar,C1
seguro a terceros,C1
seguro a todo riesgo,C1
seguro de responsabilidad civil,C1
seguro adicional,C1
daños,C1
daños materiales,C1
daños personales,C1
tener cobertura de robo,C1
tener cobertura de incendio,C1
tener cobertura de asistencia en viaje,C1
tener cobertura de rotura de lunas,C1
pagar una indemnización,C1
recibir una bonificación,C1
saldo,C1
coste,C1
importe,C1
tarifa,C1
tasa,C1
abundancia,C1
prosperidad,C1
miseria,C1
globalización,C1
liberalización,C1
privatización,C1
deuda externa,C1
patrimonio,C1
medios,C1
bienes,C1
reintegro,C1
ingresos brutos,C1
ingresos netos,C1
beneficios,C1
facturación anual,C1
facturación total,C1
cheque al portador,C1
cheque cruzado,C1
cheque en blanco,C1
cheque postal,C1
economía sumergida,C1
economía doméstica,C1
Sociedad Anónima,C1
Sociedad Anónima S. A.,C1
Sociedad Limitada,C1
Sociedad Limitada S. L.,C1
remunerar,C1
retribuir,C1
facturar,C1
hacer caja,C1
ingresar,C1
blanquear dinero,C1
carecer de recursos,C1
estar en quiebra,C1
llevar la contabilidad,C1
llevar las cuentas,C1
hacer un presupuesto,C1
hacer un balance,C1
estar arruinado,C1
estar en la ruina,C1
estar en números rojos,C1
estar sin fondos,C1
agente de bolsa,C1
mercado de dinero,C1
mercado negro,C1
operar en bolsa,C1
amortizar,C1
rentabilizar,C1
hacer una ampliación de capital,C1
hacer una reducción de capital,C1
haber inflación,C1
haber deflación,C1
devaluarse la moneda,C1
depreciarse la moneda,C1
revalorizarse la moneda,C1
cotizar en bolsa,C1
cotizar al alza,C1
cotizar a la baja,C1
caja de ahorros,C1
Fondo Monetario Internacional,C1
Fondo Monetario Internacional FMI,C1
Banco Mundial,C1
Banco Mundial BM,C1
renta,C1
patrimonio,C1
deuda pública,C1
declarante,C1
contribuyente,C1
declaración positiva,C1
declaración negativa,C1
declaración conjunta,C1
declaración complementaria,C1
IVA,C1
IVA Impuesto sobre el Valor Añadido,C1
IRPF,C1
IRPF Impuesto sobre la Renta de las Personas Físicas,C1
libre de impuestos,C1
salir a pagar,C1
salir a devolver,C1
tener derecho a devolución,C1
transferencia,C1
subasta,C1
contrabando,C1
bienes de consumo,C1
fabricante,C1
productor,C1
proveedor,C1
importador,C1
exportador,C1
consumo abusivo,C1
consumo excesivo,C1
consumo moderado,C1
liquidación,C1
promoción,C1
tasa,C1
cuota,C1
comerciar,C1
comercializar,C1
endeudarse,C1
tener un endeudamiento,C1
obtener ganancias,C1
obtener beneficios,C1
hacer un trato,C1
hacer una operación,C1
hacer una transacción,C1
hacer una compraventa,C1
tasa de aduana,C1
impuesto de aduana,C1
derechos de aduana,C1
control de aduana,C1
contrabando,C1
contrabandista,C1
tráfico ilegal,C1
comercialización de mercancías,C1
inspección de mercancías,C1
mercadotecnia,C1
lema,C1
eslogan,C1
anagrama,C1
logotipo,C1
patrocinador,C1
promotor,C1
anunciante,C1
difusión,C1
divulgación,C1
expansión,C1
patrocinar,C1
propagar,C1
difundir,C1
empresa privada,C1
empresa pública,C1
sociedad anónima,C1
sociedad limitada,C1
sede central,C1
sucursal,C1
delegación,C1
firma,C1
casa,C1
presidencia,C1
gerencia,C1
oficina de planificación y desarrollo,C1
oficina de producción,C1
departamento de ventas,C1
departamento de contabilidad,C1
departamento de finanzas,C1
departamento de producción,C1
departamento de atención al cliente,C1
gerente,C1
encargado,C1
operario,C1
asalariado,C1
contratado,C1
empresarial,C1
institucional,C1
quebrar una empresa,C1
expandirse una empresa,C1
hundirse una empresa,C1
disolverse una empresa,C1
arruinarse una empresa,C1
estar en quiebra,C1
estar en auge,C1
cubrir gastos,C1
haber beneficios,C1
haber pérdidas,C1
tener beneficios,C1
tener pérdidas,C1
dar beneficios,C1
dar pérdidas,C1
hacer un incremento de capital,C1
hacer una reducción de capital,C1
industrialización,C1
obrero,C1
obrero especializado,C1
operario,C1
contratista,C1
nave industrial,C1
polígono industrial,C1
instalación de equipos,C1
instalación de máquinas,C1
instalación de piezas,C1
mantenimiento de equipos,C1
mantenimiento de máquinas,C1
mantenimiento de piezas,C1
reparación de equipos,C1
reparación de máquinas,C1
reparación de piezas,C1
maquinaria,C1
equipamiento,C1
logística,C1
manufactura,C1
tabla,C1
tablón,C1
andamio,C1
carretilla,C1
industria pesada,C1
industria ligera,C1
sector primario,C1
sector secundario,C1
sector terciario,C1
sector servicios,C1
industrializar,C1
cultivo,C1
explotación,C1
producción,C1
recolección,C1
fruto,C1
finca,C1
huerta,C1
plantación,C1
invernadero,C1
cuadra,C1
establo,C1
gallinero,C1
pocilga,C1
pajar,C1
riego,C1
recolección,C1
labrador,C1
ganadero,C1
pastor,C1
animal de carga,C1
ganado ovino,C1
ganado vacuno,C1
ganado porcino,C1
aves de corral,C1
manada,C1
rebaño,C1
terreno fértil,C1
terreno estéril,C1
sembrar,C1
cosechar,C1
ordeñar,C1
pesca marítima,C1
pesca fluvial,C1
barco pesquero,C1
red,C1
caña,C1
disciplina,C1
alta tecnología,C1
tecnología punta,C1
innovación tecnológica,C1
innovación científica,C1
principio firme,C1
principio sólido,C1
principio incuestionable,C1
principio fundamentado,C1
plantear una hipótesis,C1
comprobar científicamente,C1
comprobar empíricamente,C1
demostrar científicamente,C1
demostrar empíricamente,C1
zoología,C1
cartílago,C1
tejido,C1
ADN,C1
cromosoma (X,C1
Y),C1
gen,C1
glándula,C1
hormona,C1
especie única,C1
especie autóctona,C1
especie protegida,C1
neuronal,C1
celular,C1
evolucionar una especie,C1
extinguirse una especie,C1
fracción,C1
ecuación,C1
raíz cuadrada,C1
raíz cúbica,C1
resolver una ecuación,C1
comprobar un cálculo,C1
efectuar un cálculo,C1
probar matemáticamente,C1
demostrar matemáticamente,C1
salvapantallas,C1
sistema operativo,C1
sistema interactivo,C1
sistema multimedia,C1
icono,C1
aplicación,C1
lector de CD-ROM,C1
lector de DVD,C1
grabadora de CD-ROM,C1
grabadora de DVD,C1
informatizar una empresa,C1
comprimir información,C1
recuperar información,C1
actualizar una página web,C1
actualizar un programa,C1
masa,C1
fuerza,C1
sales minerales,C1
ácidos,C1
óxidos,C1
jade,C1
turquesa,C1
esmeralda,C1
materia inflamable,C1
materia combustible,C1
materia impermeable,C1
materia opaca,C1
sustancia inflamable,C1
sustancia combustible,C1
sustancia impermeable,C1
sustancia opaca,C1
foro,C1
asociación de vecinos,C1
asociación de padres,C1
asociación de empresarios,C1
asociación deportiva,C1
pluralidad lingüística,C1
pluralidad cultural,C1
pluralidad religiosa,C1
diversidad lingüística,C1
diversidad cultural,C1
diversidad religiosa,C1
identidad lingüística,C1
identidad cultural,C1
identidad religiosa,C1
tendencia social,C1
tendencia ideológica,C1
corriente social,C1
corriente ideológica,C1
conciencia social,C1
jerarquía,C1
federación,C1
confederación,C1
agrupación,C1
mandato,C1
normativa,C1
cargo,C1
título nobiliario,C1
título honorífico,C1
título vitalicio,C1
nobleza,C1
aristocracia,C1
burguesía,C1
proletariado,C1
proletario,C1
burgués,C1
aristócrata,C1
unirse,C1
asociarse,C1
agruparse,C1
federarse,C1
confederarse,C1
asilo,C1
asistencia,C1
cobertura,C1
acogida,C1
sociabilidad,C1
cordialidad,C1
urbanidad,C1
lealtad,C1
adhesión,C1
altruismo,C1
ética,C1
honor,C1
corrupción,C1
soborno,C1
cortesía,C1
confianza,C1
descortesía,C1
grosería,C1
intransigencia,C1
traición,C1
engaño,C1
inadaptación,C1
marginalidad,C1
marginal,C1
marginado,C1
integrar,C1
