Lexical item,Level
seguro obligatorio,B1
economía,B1
economista,B1
hipoteca,B1
pobreza,B1
riqueza,B1
Tercer Mundo,B1
países ricos,B1
países pobres,B1
países en vías de desarrollo,B1
tener cambio,B1
tener suelto,B1
llevar cambio,B1
llevar suelto,B1
pagar en metálico,B1
pagar en efectivo,B1
gastar,B1
subir los intereses,B1
bajar los intereses,B1
pagar impuestos,B1
compra,B1
venta,B1
comercio,B1
importación,B1
exportación,B1
deber dinero,B1
pagar impuestos,B1
pagar en metálico,B1
pagar con cheque,B1
tener descuento,B1
hacer descuento,B1
tener un descuento,B1
hacer un descuento,B1
subir el precio,B1
bajar el precio,B1
aumentar el precio,B1
disminuir el precio,B1
importación,B1
exportación,B1
importar,B1
exportar,B1
márquetin,B1
cartel,B1
folleto,B1
catálogo,B1
exhibición,B1
publicitario,B1
organización,B1
compañía,B1
agencia,B1
laboratorio,B1
empleado,B1
actividad,B1
producción,B1
fabricación,B1
puesto de trabajo,B1
huelga,B1
trabajador,B1
producir,B1
fabricar,B1
industria,B1
agricultura,B1
ganadería,B1
pesca,B1
construcción,B1
comercio,B1
transportes,B1
materia prima,B1
energía,B1
producción,B1
fabricación,B1
fabricar,B1
producir,B1
pescador,B1
barco de pesca,B1
marisco,B1
estudio,B1
análisis,B1
método,B1
materia,B1
invento,B1
descubrimiento,B1
laboratorio,B1
experimento,B1
conocer,B1
inventar,B1
ecología,B1
biología,B1
veterinaria,B1
genética,B1
biólogo,B1
veterinario,B1
vida,B1
ecológico,B1
círculo,B1
triángulo,B1
sumar,B1
restar,B1
multiplicar,B1
dividir,B1
teclado,B1
tecla,B1
pantalla,B1
ratón,B1
cibercafé,B1
impresora láser,B1
impresora en color,B1
antivirus,B1
hacer clic,B1
hacer clic con el ratón,B1
pulsar,B1
abrir un documento,B1
cerrar un documento,B1
guardar un documento,B1
eliminar un documento,B1
copiar una palabra,B1
cortar una palabra,B1
pegar una palabra,B1
insertar una palabra,B1
seleccionar una palabra,B1
buscar una palabra,B1
instalar un programa,B1
desinstalar un programa,B1
usuario,B1
contraseña,B1
bajar un programa,B1
bajarse un programa,B1
descargarse un programa,B1
física,B1
química,B1
energía,B1
electricidad,B1
oro,B1
plata,B1
hierro,B1
físico,B1
químico,B1
electrónico,B1
orgánico,B1
inorgánico,B1
símbolo químico,B1
elemento químico,B1
estado sólido,B1
estado líquido,B1
estado gaseoso,B1
congelar,B1
congelarse,B1
evaporarse,B1
sociología,B1
historia,B1
sociólogo,B1
historiador,B1
político,B1
ciudadano,B1
comunidad,B1
organización,B1
club,B1
historia antigua,B1
historia medieval,B1
historia universal,B1
historia contemporánea,B1
historia del arte,B1
derechos,B1
deberes,B1
crisis,B1
progreso,B1
público,B1
privado,B1
ayuda,B1
cortesía,B1
amabilidad,B1
educado,B1
buena persona,B1
respetar,B1
nación,B1
estado,B1
provincia,B1
distrito,B1
ministro,B1
ministro de Interior,B1
ministro de Defensa,B1
ministro de Educación,B1
ministro de Asuntos Exteriores,B1
jefe de Estado,B1
vicepresidente,B1
alcalde,B1
senado,B1
congreso,B1
parlamento,B1
Ministerio,B1
Unión Europea,B1
Unión Europea UE,B1
Organización de las Naciones Unidas,B1
Organización de las Naciones Unidas ONU,B1
embajador,B1
cónsul,B1
embajada,B1
consulado,B1
república,B1
monarquía,B1
democracia,B1
dictadura,B1
sindicato,B1
partido de izquierdas,B1
partido de derechas,B1
partido de centro,B1
partido de la oposición,B1
comunista,B1
socialista,B1
conservador,B1
demócrata,B1
liberal,B1
republicano,B1
gobernar,B1
constitución,B1
ley,B1
ladrón,B1
terrorista,B1
asesino,B1
robo,B1
muerte,B1
terrorismo,B1
grupo terrorista,B1
atentado terrorista,B1
robar,B1
matar,B1
ser legal,B1
ser ilegal,B1
ir a la cárcel,B1
capitán,B1
general,B1
militar,B1
soldado,B1
guerra civil,B1
guerra mundial,B1
guerra de independencia,B1
pistola,B1
bomba,B1
estar en guerra,B1
imaginación,B1
obra de arte,B1
galería de arte,B1
arquitectura,B1
arte clásico,B1
arte moderno,B1
estilo clásico,B1
estilo moderno,B1
crear,B1
diseñar,B1
fotografiar,B1
artístico,B1
original,B1
ser un genio,B1
baile,B1
bailarín,B1
ballet,B1
orquesta,B1
grupo,B1
grupo musical,B1
letra,B1
letra de una canción,B1
compositor,B1
director de orquesta,B1
guitarrista,B1
pianista,B1
violinista,B1
obra de arte,B1
galería de arte,B1
diseñador,B1
escultor,B1
arquitectura,B1
escultura,B1
diseñar,B1
pintar un cuadro,B1
pintar un paisaje,B1
pintar un retrato,B1
construir un acueducto,B1
construir una muralla,B1
construir una mezquita,B1
construir una sinagoga,B1
poeta,B1
novelista,B1
traductor,B1
personaje,B1
protagonista,B1
poema,B1
biografía,B1
autobiografía,B1
literatura clásica,B1
literatura moderna,B1
novela policiaca,B1
novela histórica,B1
novela de amor,B1
novela de ciencia ficción,B1
novela de aventuras,B1
contar,B1
contar la historia de,B1
tratar de,B1
cámara digital,B1
foto digital,B1
foto en color,B1
foto en blanco y negro,B1
fotografía digital,B1
fotografía en color,B1
fotografía en blanco y negro,B1
flash,B1
zum,B1
álbum de fotos,B1
fotografiar,B1
tomar una foto,B1
sacar una foto,B1
hacer una copia,B1
imprimir,B1
cartelera,B1
día del espectador,B1
espectáculo,B1
comedia,B1
drama,B1
asiento,B1
pantalla,B1
escenario,B1
personaje,B1
protagonista,B1
película policiaca,B1
película romántica,B1
película de amor,B1
película de terror,B1
película de risa,B1
película de ciencia ficción,B1
película de acción,B1
película de aventuras,B1
película de guerra,B1
película de dibujos animados,B1
película en versión original,B1
película doblada,B1
película subtitulada,B1
final feliz,B1
final triste,B1
final abierto,B1
hacer una película,B1
poner una película,B1
poner una obra de teatro,B1
contar,B1
contar la historia de,B1
tratar de,B1
el Papa,B1
san,B1
santo,B1
creyente,B1
ateo,B1
sacerdote,B1
ir a misa,B1
Iglesia católica,B1
Iglesia anglicana,B1
Iglesia evangélica,B1
Biblia,B1
Corán,B1
Torá,B1
cielo,B1
infierno,B1
cristiano,B1
católico,B1
protestante,B1
ortodoxo,B1
practicar la religión,B1
celebrar una boda,B1
rezar,B1
pensar,B1
horóscopo,B1
universo,B1
espacio,B1
atmósfera,B1
astronauta,B1
cohete,B1
satélite,B1
viaje espacial,B1
universal,B1
mundial,B1
aterrizar,B1
cohete,B1
astronauta,B1
geografía,B1
sitio,B1
zona,B1
paisaje,B1
provincia,B1
comunidad autónoma,B1
estado,B1
nación,B1
población,B1
hemisferio norte,B1
hemisferio sur,B1
polo norte,B1
polo sur,B1
Oriente,B1
Occidente,B1
oriental,B1
occidental,B1
internacional,B1
nacional,B1
regional,B1
emigrante,B1
inmigrante,B1
geográfico,B1
paisaje,B1
vista,B1
continente,B1
península,B1
valle,B1
lago,B1
selva,B1
Europa,B1
Asia,B1
África,B1
América,B1
Oceanía,B1
océano Atlántico,B1
océano Pacífico,B1
océano Ártico,B1
mar Mediterráneo,B1
mar Báltico,B1
mar Rojo,B1
tierra húmedo,B1
tierra seco,B1
suelo húmedo,B1
suelo seco,B1
afueras,B1
las afueras,B1
comisaría de policía,B1
parque de bomberos,B1
barrio comercial,B1
barrio residencial,B1
barrio industrial,B1
zona comercial,B1
zona residencial,B1
zona industrial,B1
casco histórico,B1
casco antiguo,B1
céntrico,B1
camino,B1
huerta,B1
prado,B1
tierra,B1
cultivo,B1
plantar,B1
cultivar,B1
regar,B1
estación,B1
estación del año,B1
granizo,B1
hielo,B1
huracán,B1
ola de frío,B1
ola de calor,B1
clima seco,B1
clima húmedo,B1
nublarse,B1
salir el sol,B1
estar despejado,B1
estar nublado,B1
estar el cielo despejado,B1
estar el cielo nublado,B1
mamífero,B1
insecto,B1
ave,B1
reptil,B1
animal doméstico,B1
animal salvaje,B1
animal de compañía,B1
conejo,B1
oveja,B1
cordero,B1
gallo,B1
gallina,B1
león,B1
tigre,B1
elefante,B1
serpiente,B1
cocodrilo,B1
selva,B1
parque natural,B1
hierba,B1
césped,B1
tronco,B1
hoja,B1
rama,B1
raíz,B1
planta de interior,B1
planta de exterior,B1
árbol frutal,B1
plantar un árbol,B1
regar las plantas,B1
regar el jardín,B1
caerse las hojas,B1
secarse las hojas,B1
cultivar,B1
cortar una flor,B1
contaminación,B1
polución,B1
terremoto,B1
huracán,B1
ecología,B1
ecologista,B1
reciclaje,B1
papel reciclado,B1
cartón reciclado,B1
vidrio reciclado,B1
contenedor de papel,B1
contenedor de vidrio,B1
cambio climático,B1
energía alternativa,B1
recursos naturales,B1
agujero de la capa de ozono,B1
contaminado,B1
contaminante,B1
tóxico,B1
cuidar el medio ambiente,B1
cuidar la naturaleza,B1
respetar el medio ambiente,B1
respetar la naturaleza,B1
proteger el medio ambiente,B1
proteger la naturaleza,B1
conservar el medio ambiente,B1
conservar la naturaleza,B1
reciclar vidrio,B1
reciclar pilas,B1
reciclar papel,B1
reciclar cartón,B1
reciclar latas,B1
frente,B2
mejilla,B2
barbilla,B2
ceja,B2
pestaña,B2
cana,B2
uña,B2
cerebro,B2
hígado,B2
riñón,B2
intestino,B2
esqueleto,B2
columna,B2
costilla,B2
nervio,B2
articulación,B2
arteria,B2
tendón,B2
ciego,B2
sordo,B2
mudo,B2
saliva,B2
lágrima,B2
sudor,B2
gesto,B2
expresión,B2
ser de estatura normal,B2
ser de estatura media,B2
ser de estatura mediana,B2
ser de altura normal,B2
ser de altura media,B2
ser de altura mediana,B2
tener arrugas,B2
tener una cicatriz,B2
tener buen color,B2
tener buen aspecto,B2
tener mal color,B2
tener mal aspecto,B2
ser clavados,B2
ser idénticos,B2
ser como dos gotas de agua,B2
tumbarse,B2
tirarse,B2
incorporarse,B2
alzarse,B2
agacharse,B2
cruzar los brazos,B2
cruzar las piernas,B2
estar agachado,B2
estar derecho,B2
ponerse de pie,B2
ponerse de espaldas,B2
ponerse de perfil,B2
ponerse de frente,B2
ponerse de rodillas,B2
quedarse quieto,B2
quedarse dormido,B2
quedarse agachado,B2
quedarse de espaldas,B2
quedarse de rodillas,B2
rascarse,B2
arañar,B2
acariciar,B2
dar una patada,B2
dar una torta,B2
dar un puñetazo,B2
estornudar,B2
bostezar,B2
sudar,B2
masticar,B2
escupir,B2
aguantar,B2
sujetar,B2
aplaudir,B2
señalar,B2
indicar,B2
menstruación,B2
fecundación,B2
embarazo,B2
aborto,B2
parto,B2
cesárea,B2
maternidad,B2
paternidad,B2
cadáver,B2
tumba,B2
dar a luz,B2
fallecer,B2
enterrar,B2
incinerar,B2
ambición,B2
arrogancia,B2
constancia,B2
inconstancia,B2
cobardía,B2
curiosidad,B2
egoísmo,B2
generosidad,B2
puntualidad,B2
impuntualidad,B2
responsabilidad,B2
irresponsabilidad,B2
sensibilidad,B2
insensibilidad,B2
seriedad,B2
sinceridad,B2
insinceridad,B2
ternura,B2
timidez,B2
valentía,B2
ambicioso,B2
callado,B2
cobarde,B2
constante,B2
curioso,B2
discreto,B2
tacaño,B2
tierno,B2
responsable,B2
irresponsable,B2
susceptible,B2
apasionado,B2
solidario,B2
tener personalidad,B2
tener carácter,B2
tener temperamento,B2
no tener personalidad,B2
no tener carácter,B2
no tener temperamento,B2
tener un carácter brusco,B2
tener un carácter tranquilo,B2
tener un carácter serio,B2
ser de carácter brusco,B2
ser de carácter tranquilo,B2
ser de carácter serio,B2
tener curiosidad,B2
tener ambición,B2
estar acomplejado,B2
tener complejo de inferioridad,B2
tener complejo de superioridad,B2
no tener dos dedos de frente,B2
estar como una cabra,B2
alegría,B2
admiración,B2
alivio,B2
emoción,B2
felicidad,B2
orgullo,B2
angustia,B2
enfado,B2
estrés,B2
odio,B2
temor,B2
tristeza,B2
animado,B2
desanimado,B2
contento,B2
fascinado,B2
feliz,B2
ilusionado,B2
desilusionado,B2
satisfecho,B2
sorprendido,B2
agobiado,B2
apenado,B2
avergonzado,B2
disgustado,B2
dolido,B2
indignado,B2
resignado,B2
sin ánimos,B2
disfrutar,B2
hacer ilusión,B2
amar,B2
adorar,B2
volver loco,B2
sorprenderse,B2
asustarse,B2
estresarse,B2
avergonzarse,B2
cansarse,B2
detestar,B2
lamentar,B2
resignarse,B2
tener envidia,B2
dar asco,B2
dar pánico,B2
dar terror,B2
dar igual,B2
ponerse furioso,B2
ponerse histérico,B2
sentir alegría,B2
sentir angustia,B2
sentirse animado,B2
sentirse agobiado,B2
vista,B2
oído,B2
gusto,B2
tacto,B2
olfato,B2
tener un calor horrible,B2
tener un calor espantoso,B2
tener un frío horrible,B2
tener un frío espantoso,B2
pasar un calor horrible,B2
pasar un calor espantoso,B2
pasar un frío horrible,B2
pasar un frío espantoso,B2
sentir un calor horrible,B2
sentir un calor espantoso,B2
sentir un frío horrible,B2
sentir un frío espantoso,B2
tener un dolor horrible,B2
tener un dolor espantoso,B2
tener un sueño horrible,B2
tener un sueño espantoso,B2
estar agotado,B2
estar hambriento,B2
estar helado,B2
agotarse,B2
experimentar dolor,B2
estar consciente,B2
estar inconsciente,B2
estar distraído,B2
estar loco,B2
estar bien educado,B2
estar mal educado,B2
ser atento,B2
actuar correctamente,B2
tener buenos modales,B2
tener malos modales,B2
tener modales,B2
tener educación,B2
no tener modales,B2
no tener educación,B2
ambición,B2
constancia,B2
inconstancia,B2
cobardía,B2
valentía,B2
egoísmo,B2
generosidad,B2
sinceridad,B2
insinceridad,B2
justicia,B2
solidaridad,B2
ambicioso,B2
tacaño,B2
solidario,B2
justo,B2
constante,B2
mejorar,B2
progresar,B2
evolucionar,B2
cambiar de nombre,B2
cambiar de apellido,B2
llamar por el nombre,B2
llamar por el apellido,B2
tratar de tú,B2
tratar de usted,B2
tutear,B2
vivir en la periferia,B2
vivir en el casco antiguo,B2
vivir en el casco histórico,B2
mudarse de barrio,B2
mudarse de zona,B2
niñez,B2
preadolescencia,B2
madurez,B2
vejez,B2
madurar,B2
envejecer,B2
hacerse mayor,B2
quedarse viudo,B2
validez,B2
fecha de expiración,B2
válido de. a.,B2
estar caducado el pasaporte,B2
estar caducado el permiso de residencia,B2
tener caducado el pasaporte,B2
tener caducado el permiso de residencia,B2
alianza de oro,B2
alianza de plata,B2
colgante de oro,B2
colgante de plata,B2
gargantilla de oro,B2
gargantilla de plata,B2
cadena de oro,B2
cadena de plata,B2
reloj de pulsera,B2
reloj digital,B2
reloj analógico,B2
lentillas,B2
gafas de sol,B2
gafas graduadas,B2
gafas de cerca,B2
gafas de lejos,B2
tener un valor sentimental,B2
cónyuge,B2
cuñado,B2
suegro,B2
yerno,B2
nuera,B2
bisabuelo,B2
tatarabuelo,B2
mellizos,B2
trillizos,B2
madre de alquiler,B2
niño probeta,B2
familiar cercano,B2
familiar lejano,B2
familia numerosa,B2
familia adoptiva,B2
padre,B2
hijo adoptivo,B2
niño huérfano,B2
maternidad,B2
paternidad,B2
ser de familia humilde,B2
ser de familia trabajadora,B2
ser de familia rica,B2
crecer la familia,B2
aumentar la familia,B2
reñir,B2
pelearse,B2
estar en familia,B2
ser como de la familia,B2
educar,B2
educarse,B2
crecer,B2
quedarse huérfano,B2
perder a un hijo,B2
perder a un hermano,B2
perder a los padres,B2
heredar,B2
hacer testamento,B2
amigo íntimo,B2
amigo de toda la vida,B2
antiguo amigo,B2
viejo amigo,B2
íntimo amigo,B2
miembro,B2
invitado,B2
enemigo,B2
relación amorosa,B2
relación amistosa,B2
relación laboral,B2
relación personal,B2
relación profesional,B2
relación sentimental,B2
reunión de vecinos,B2
reunión de socios,B2
reunión de antiguos alumnos,B2
tener un lío,B2
tener un romance,B2
tener un amante,B2
tener un ligue,B2
conocer de vista,B2
conocer bien,B2
conocer por casualidad,B2
conocerse de vista,B2
conocerse bien,B2
conocerse por casualidad,B2
relacionarse con alguien,B2
tratar con alguien,B2
hacer amigos,B2
mantener una relación,B2
romper una relación,B2
saludar calurosamente,B2
saludar afectuosamente,B2
despedirse calurosamente,B2
despedirse afectuosamente,B2
felicitar cordialmente,B2
felicitar sinceramente,B2
hacer una visita,B2
ir de visita,B2
darse dos besos,B2
estar prometido,B2
seducir,B2
nacimiento,B2
bautizo,B2
comunión,B2
primera comunión,B2
santo,B2
aniversario,B2
bodas de oro,B2
bodas de plata,B2
ceremonia,B2
banquete,B2
marcha nupcial,B2
tarta nupcial,B2
suite nupcial,B2
fiesta nacional,B2
fiesta local,B2
fiesta religiosa,B2
fiesta oficial,B2
celebración,B2
acto oficial,B2
acto religioso,B2
acto solemne,B2
acto académico,B2
ceremonia sencillo,B2
ceremonia formal,B2
acto sencillo,B2
acto formal,B2
ceremonia sencillo,B2
ceremonia informal,B2
acto sencillo,B2
acto informal,B2
organizar un cóctel,B2
organizar una celebración,B2
organizar una fiesta de disfraces,B2
organizar un funeral,B2
celebrar un cóctel,B2
celebrar una celebración,B2
celebrar una fiesta de disfraces,B2
celebrar un funeral,B2
cancelar un cóctel,B2
cancelar una celebración,B2
cancelar una fiesta de disfraces,B2
cancelar un funeral,B2
asistir a un cóctel,B2
asistir a una celebración,B2
asistir a una fiesta de disfraces,B2
asistir a un funeral,B2
conmemorar un aniversario,B2
conmemorar una fecha,B2
ser el centro de la fiesta,B2
dar un discurso,B2
decir unas palabras,B2
brindar,B2
hacer un brindis,B2
empaquetar un regalo,B2
desenvolver un regalo,B2
desempaquetar un regalo,B2
conducta prudente,B2
conducta discriminatorio,B2
comportamiento prudente,B2
comportamiento discriminatorio,B2
habilidad,B2
cuidado,B2
imprudencia,B2
hablar bien de alguien,B2
hablar mal de alguien,B2
mostrar una actitud adecuado,B2
mostrar una actitud injusto,B2
mostrar un comportamiento adecuado,B2
mostrar un comportamiento injusto,B2
tener una actitud adecuado,B2
tener una actitud injusto,B2
tener un comportamiento adecuado,B2
tener un comportamiento injusto,B2
comportarse bien,B2
comportarse mal,B2
comportarse fatal,B2
dar apoyo,B2
dar amistad,B2
dar cariño,B2
dar comprensión,B2
mostrar apoyo,B2
mostrar amistad,B2
mostrar cariño,B2
mostrar comprensión,B2
mostrar confianza,B2
mostrar respeto,B2
sentir confianza,B2
sentir respeto,B2
tener confianza,B2
tener respeto,B2
alimento sin conservantes,B2
alimento sin colorantes,B2
alimento bajo en calorías,B2
alimento bajo en sal,B2
alimento bajo en azúcar,B2
alimento rico en calorías,B2
alimento rico en vitaminas,B2
alimento rico en proteínas,B2
alimento rico en fibra,B2
alimento rico en hierro,B2
alimento rico en calcio,B2
alimento fresco,B2
alimento congelado,B2
alimento orgánico,B2
alimento dietético,B2
producto fresco,B2
producto congelado,B2
producto orgánico,B2
producto dietético,B2
producto alimenticio,B2
comida escasa,B2
comida abundante,B2
estar en buenas condiciones,B2
estar en malas condiciones,B2
estar malo,B2
estar podrido,B2
estar caducado,B2
ponerse malo,B2
pudrirse,B2
ayunar,B2
tener apetito,B2
devorar,B2
comer moderadamente,B2
comer excesivamente,B2
hacer la digestión,B2
cortarse la digestión,B2
digerir,B2
ser indigesto,B2
refresco,B2
licor,B2
cóctel,B2
vino seco,B2
vino dulce,B2
agua potable,B2
agua del grifo,B2
cerveza de barril,B2
abrebotellas,B2
sacacorchos,B2
corcho,B2
tapón,B2
corcho de la botella,B2
tapón de la botella,B2
dar sed,B2
quitar la sed,B2
chupar,B2
tragar,B2
mamar,B2
emborracharse,B2
merengue,B2
crema pastelera,B2
bollería,B2
ensaimada,B2
palmera,B2
dulces,B2
caramelo,B2
lenguado,B2
dorada,B2
salmonete,B2
lubina,B2
frutos del bosque,B2
frambuesa,B2
mora,B2
grosella,B2
pierna de cordero,B2
magro de ternera,B2
magro de cerdo,B2
langosta,B2
langostino,B2
mejillón,B2
almeja,B2
legumbres,B2
frutos secos,B2
almendras,B2
nueces,B2
avellanas,B2
albahaca,B2
romero,B2
tomillo,B2
orégano,B2
piel,B2
hueso,B2
pechugas de pollo,B2
pechugas de pavo,B2
muslos de pollo,B2
muslos de pavo,B2
alas de pollo,B2
alas de pavo,B2
leche condensada,B2
leche en polvo,B2
queso fresco,B2
queso azul,B2
queso de cabra,B2
queso de oveja,B2
harina de trigo,B2
harina de maíz,B2
levadura,B2
pan integral,B2
pan rallado,B2
pan de molde,B2
carne a la brasa,B2
carne asada,B2
carne guisada,B2
preparar una comida,B2
servir una comida,B2
cocinar un plato,B2
cocinar un alimento,B2
exprimir un limón,B2
rallar queso,B2
picar carne,B2
trocear una manzana,B2
cocer al vapor,B2
cocer a fuego lento,B2
cocer al baño María,B2
calentar agua,B2
calentar una salsa,B2
rebozar una pechuga,B2
empanar una pechuga,B2
dorar la cebolla,B2
cortar en trozos finos,B2
cortar en trozos gruesos,B2
cortar en trozos pequeños,B2
cortar en tacos finos,B2
cortar en tacos gruesos,B2
cortar en tacos pequeños,B2
cortar en dados finos,B2
cortar en dados gruesos,B2
cortar en dados pequeños,B2
bacalao al pilpil,B2
fabada,B2
arroz con leche,B2
macedonia de frutas,B2
sorbete al cava,B2
pincho,B2
ración,B2
sabroso,B2
delicioso,B2
exquisito,B2
comestible,B2
incomestible,B2
comible,B2
incomible,B2
disfrutar una comida,B2
disfrutar de una comida,B2
fuente,B2
bol,B2
tazón,B2
olla,B2
olla a presión,B2
cacharro,B2
cazuela,B2
cazuela de barro,B2
recipiente,B2
cuenco,B2
ensaladera,B2
sopera,B2
sacacorchos,B2
abrelatas,B2
autoservicio,B2
hamburguesería,B2
restaurante de fama internacional,B2
restaurante de cuatro tenedores,B2
banquete,B2
bufé,B2
barra,B2
barman,B2
comedor,B2
salón,B2
poner un restaurante,B2
llevar un restaurante,B2
montar un restaurante,B2
comer de menú,B2
comer a la carta,B2
tapear,B2
atender una mesa,B2
servir una mesa,B2
sentarse a la mesa,B2
retirar el primer plato,B2
retirar el segundo plato,B2
colegio bilingüe,B2
colegio religioso,B2
colegio laico,B2
escuela superior,B2
alumnado,B2
profesorado,B2
catedrático,B2
rector,B2
jefe de estudios,B2
maestro,B2
tutor,B2
director de tesis,B2
delegado de curso,B2
conferenciante,B2
universitario,B2
asociación de profesores,B2
asociación de antiguos alumnos,B2
asignatura obligatoria,B2
asignatura común,B2
materia trimestral,B2
materia anual,B2
curso elemental,B2
curso obligatorio,B2
curso optativo,B2
formación continua,B2
formación permanente,B2
educación primaria,B2
educación secundaria,B2
educación universitaria,B2
educación superior,B2
educación a adultos,B2
enseñanza primaria,B2
enseñanza secundaria,B2
enseñanza universitaria,B2
enseñanza superior,B2
enseñanza a adultos,B2
estudios primarios,B2
estudios secundarios,B2
estudios superiores,B2
estudios universitarios,B2
educación pública,B2
educación privada,B2
educación religiosa,B2
educación laica,B2
enseñanza presencial,B2
enseñanza virtual,B2
enseñanza a distancia,B2
curso presencial,B2
curso virtual,B2
curso a distancia,B2
curso intensivo,B2
curso de iniciación,B2
curso de perfeccionamiento,B2
seminario,B2
congreso,B2
ofrecer educación superior,B2
ofrecer educación universitaria,B2
recibir educación superior,B2
recibir educación universitaria,B2
solicitar una beca,B2
solicitar una plaza,B2
conceder una beca,B2
conceder una plaza,B2
disfrutar de una beca,B2
conseguir una beca,B2
obtener una beca,B2
obtener créditos,B2
dar créditos,B2
conseguir créditos,B2
tener un buen expediente,B2
tener un mal expediente,B2
educación,B2
enseñanza,B2
aprendizaje,B2
alumno brillante,B2
alumno estudioso,B2
alumno conflictivo,B2
didáctico,B2
educativo,B2
memorizar,B2
eflexionar,B2
deducir,B2
sacar conclusiones,B2
quedarse en blanco,B2
formarse,B2
educarse,B2
recibir clases,B2
tomar clases,B2
examen parcial,B2
examen final,B2
examen cuatrimestral,B2
examen anual,B2
prueba parcial,B2
prueba final,B2
prueba cuatrimestral,B2
prueba anual,B2
control parcial,B2
control final,B2
control cuatrimestral,B2
control anual,B2
nota media,B2
nota final,B2
nota justa,B2
nota injusta,B2
nota alta,B2
nota baja,B2
evaluación parcial,B2
evaluación final,B2
autoevaluación,B2
preparar un examen,B2
pasar un examen,B2
presentarse a un examen,B2
prepararse un examen,B2
pasar un examen,B2
presentarse a un examen,B2
examinarse,B2
hacer una prueba,B2
hacer una prueba de nivel,B2
sacar buenas notas,B2
sacar malas notas,B2
sacar un sobresaliente,B2
sacar un notable,B2
sacar un [número cardinal],B2
poner notas,B2
pasar de curso,B2
tener una asignatura pendiente,B2
quedar una asignatura pendiente,B2
pedir revisión de examen,B2
graduado escolar,B2
formación profesional,B2
hacer estudios primarios,B2
hacer secundarios,B2
hacer universitarios,B2
tener estudios primarios,B2
tener secundarios,B2
tener universitarios,B2
licenciarse,B2
titularse,B2
doctorarse,B2
hacer la tesis,B2
hacer la tesis doctoral,B2
tener una licenciatura,B2
tener una diplomatura,B2
tener un doctorado,B2
tener la especialidad en,B2
ser licenciado en Empresariales,B2
ser licenciado en Filología,B2
ser doctor en Empresariales,B2
ser doctor en Filología,B2
abandonar los estudios,B2
dejar los estudios,B2
continuar los estudios,B2
completar los estudios,B2
plantear una duda,B2
resolver una duda,B2
aplicar una fórmula,B2
deducir una regla,B2
seguir una regla,B2
analizar un tema,B2
debatir un tema,B2
discutir un tema,B2
consultar un libro,B2
consultar una enciclopedia,B2
consultar Internet,B2
consultar una gramática,B2
consultar en un libro,B2
consultar en una enciclopedia,B2
consultar en Internet,B2
consultar en una gramática,B2
hacer una síntesis,B2
hacer un comentario,B2
hacer un experimento,B2
hacer un cuadro,B2
hacer una tabla,B2
hacer una presentación,B2
presentar un proyecto,B2
ponerse de pie,B2
salir al recreo,B2
pasar lista,B2
estar castigado,B2
cartucho de tinta,B2
grapadora,B2
grapa,B2
clip,B2
celo,B2
borrador,B2
retroproyector,B2
transparencia,B2
diapositiva,B2
papel cuadriculado,B2
cartulina,B2
rotulador fluorescente,B2
rotulador de punta fina,B2
rotulador de punta gruesa,B2
poner una transparencia,B2
poner una diapositiva,B2
proyectar una transparencia,B2
proyectar una diapositiva,B2
contratado,B2
interino,B2
trabajador en prácticas,B2
tener un empleo en la Administración,B2
tener un empleo en una multinacional,B2
tener un cargo público,B2
tener un cargo directivo,B2
tener un cargo de responsabilidad,B2
ocupar un cargo público,B2
ocupar un cargo directivo,B2
ocupar un cargo de responsabilidad,B2
ejercer de abogado,B2
ejercer de veterinario,B2
ejercer como abogado,B2
ejercer como veterinario,B2
trabajar como autónomo,B2
almacén,B2
granja,B2
quirófano,B2
lugar bien acondicionado,B2
lugar bien iluminado,B2
lugar mal acondicionado,B2
lugar mal iluminado,B2
mono,B2
delantal,B2
gafas de protección,B2
ir de traje,B2
ir de corbata,B2
ir de uniforme,B2
empleo,B2
ocupación,B2
contrato indefinido,B2
contrato fijo,B2
contrato temporal,B2
contrato basura,B2
contrato de prácticas,B2
trabajo físico,B2
trabajo manual,B2
trabajo intelectual,B2
trabajo cualificado,B2
trabajo especializado,B2
trabajo creativo,B2
trabajo en equipo,B2
trabajo en cadena,B2
trabajo en serie,B2
trabajar por cuenta propia,B2
trabajar por cuenta ajena,B2
trabajar a tiempo completo,B2
trabajar a tiempo parcial,B2
ejercer una profesión,B2
ejercer un oficio,B2
ejercer una función,B2
desarrollar un trabajo,B2
desarrollar una función,B2
desarrollar una tarea,B2
desarrollar un servicio,B2
llevar a cabo un trabajo,B2
llevar a cabo una función,B2
llevar a cabo una tarea,B2
llevar a cabo un servicio,B2
ocupar un puesto,B2
ocupar una plaza,B2
ocupar un cargo,B2
ascender a subdirector,B2
ascender a jefe de sección,B2
ascender a responsable de unidad,B2
realizar un presupuesto,B2
preparar un presupuesto,B2
presentar un presupuesto,B2
coordinar un departamento,B2
coordinar un equipo,B2
coordinar un proyecto,B2
coordinar un departamento,B2
coordinar un equipo de trabajo,B2
coordinar un proyecto,B2
negociar un contrato,B2
redactar un contrato,B2
firmar un contrato,B2
ampliar un contrato,B2
renovar un contrato,B2
distribuir un producto,B2
trabajar a gusto,B2
trabajar honradamente,B2
trabajar a disgusto,B2
trabajar honradamente,B2
