Group,Title,Text file,Total,Count B1,Count C2,Count B2,Count A1,Count C1,Count A2,Count,Freq B1,Freq C2,Freq B2,Freq A1,Freq C1,Freq A2,Freq,TFIDF B1,TFIDF C2,TFIDF B2,TFIDF A1,TFIDF C1,TFIDF A2,TFIDF,msttr,mattr,ttr,rttr,cttr,mtld,hdd,Herdan,Summer,Dugast,Maas
API1,API1_3,data/texts/API1_3.txt,467,31,31,37,11,20,11,141,0.06638115631691649,0.06638115631691649,0.07922912205567452,0.023554603854389723,0.042826552462526764,0.023554603854389723,0.3019271948608137,0.060651602405882535,0.04709508090797906,0.06455058977194097,0.02486946066318094,0.05514777713710979,0.02590175971077439,0.2889842093347225,0.6699999999999999,0.6635403726708065,0.4821852731591449,9.89361463022016,6.9958419954751125,66.50707000463608,0.8169927481770778,0.8792865833954566,0.9284847934728789,50.05767381663976,0.019976957052838282
API1,API1_4,data/texts/API1_4.txt,703,46,45,42,22,36,31,222,0.06543385490753911,0.06401137980085349,0.059743954480796585,0.031294452347083924,0.051209103840682786,0.044096728307254626,0.3157894736842105,0.07285197282860616,0.0536212823941421,0.08030640475883087,0.03509661399765405,0.05256345672792897,0.05563728095295738,0.36285907971656267,0.732,0.7394871794871796,0.5167548500881834,12.304843399078175,8.700838208926704,120.54889459093246,0.8728715381880593,0.8958755075090881,0.9404668859399032,60.892102828555366,0.016422490824722344
ARE1,ARE1_1,data/texts/ARE1_1.txt,574,38,49,41,8,32,6,174,0.06620209059233449,0.08536585365853659,0.07142857142857142,0.013937282229965157,0.05574912891986063,0.010452961672473868,0.30313588850174217,0.06432747584170952,0.060890026866146175,0.0553172652949239,0.0074905764589858,0.048862977381285116,0.010563369249386494,0.2508467726894693,0.728,0.7170864197530862,0.498015873015873,11.180428620003086,7.905756893776336,99.91150895140665,0.8519730692019692,0.8879686967411566,0.9350072053750441,55.5431927243976,0.018004006448854092
ARE1,ARE1_2,data/texts/ARE1_2.txt,1127,71,84,72,26,64,30,347,0.06299911268855368,0.07453416149068323,0.06388642413487133,0.023070097604259095,0.05678793256433008,0.026619343389529725,0.30789707187222715,0.0775236499250103,0.0838009239733327,0.07026566126250171,0.024895128059235886,0.07030589757103191,0.03256010830623421,0.3607921932865719,0.7511111111111111,0.74678290213723,0.4959514170040486,15.588976692906554,11.023071131313264,122.45762997974342,0.8446522981138153,0.8983019756880296,0.944456346660593,67.80547355172375,0.014748071912471407
ARE1,ARE1_3,data/texts/ARE1_3.txt,353,21,24,41,2,27,4,119,0.059490084985835696,0.0679886685552408,0.11614730878186968,0.0056657223796034,0.0764872521246459,0.0113314447592068,0.3371104815864023,0.06096499314390252,0.04716561316656035,0.1270125422933248,0.0033699539078167946,0.07334804004149074,0.011837402845239773,0.3264151380464057,0.7166666666666668,0.7280841121495332,0.5750798722044729,10.174201540995988,7.194246902796884,92.9927536231884,0.8343814348120647,0.903719669962117,0.9421024937755234,59.68200553819473,0.01675546910634612
ARE1,ARE1_4,data/texts/ARE1_4.txt,523,30,41,26,18,27,13,155,0.05736137667304015,0.07839388145315487,0.0497131931166348,0.03441682600382409,0.05162523900573614,0.0248565965583174,0.29636711281070743,0.06010219098622363,0.07425712835310891,0.06404054292807389,0.04679902411098535,0.06671182284392209,0.02941500747333978,0.34395106108131124,0.6975,0.7175652173913031,0.5540540540540541,11.674643347755739,8.2552194791325,94.91844438193581,0.8339641877527068,0.903131558257271,0.9436342009753179,62.928900813972085,0.015890949739550676
ASA1,ASA1_1,data/texts/ASA1_1.txt,557,37,43,45,8,33,13,179,0.06642728904847396,0.07719928186714542,0.0807899461400359,0.01436265709156194,0.059245960502693,0.02333931777378815,0.3213644524236984,0.06691932140487078,0.059324824652825445,0.07401626321703633,0.015118994950522338,0.051159082005388046,0.0218144410926294,0.29088502259657145,0.7025,0.7037749999999988,0.47695390781563124,10.654343248653117,7.5337583602117295,87.24604430379748,0.8220510642647352,0.8808333554920984,0.9305331317736629,52.13376714101888,0.019181426066814944
ASA1,ASA1_2,data/texts/ASA1_2.txt,726,52,51,47,18,32,22,222,0.07162534435261708,0.07024793388429752,0.06473829201101929,0.024793388429752067,0.0440771349862259,0.030303030303030304,0.30578512396694213,0.08050135960295277,0.07284762471562974,0.0749919100927576,0.026533811925877192,0.05183971151796854,0.03133091545833759,0.33879447445810357,0.77,0.7844736842105233,0.5752773375594294,14.450801830143298,10.218259967677298,165.10103457445962,0.8660030839424513,0.9142427798425504,0.9518908994193702,75.18091014032414,0.013301248922545812
ASA1,ASA1_3,data/texts/ASA1_3.txt,293,17,19,26,2,25,4,93,0.05802047781569966,0.06484641638225255,0.08873720136518772,0.006825938566552901,0.08532423208191127,0.013651877133105802,0.3174061433447099,0.05212132165265918,0.04213641401655979,0.07073505527115356,0.0020759692495599005,0.08283282495154667,0.011898146378261826,0.26317575272427113,0.745,0.7499999999999999,0.6431226765799256,10.547996162699677,7.458559614574625,122.22810218978103,0.8333705234282606,0.9211005259871914,0.9522679396365238,70.90936219287838,0.014102510149223042
ASA1,ASA1_4,data/texts/ASA1_4.txt,557,39,39,49,13,18,14,172,0.07001795332136446,0.07001795332136446,0.08797127468581688,0.02333931777378815,0.03231597845601436,0.025134649910233394,0.3087971274685817,0.07986675209114558,0.06156871108404282,0.09076732570335203,0.015779441488850018,0.03799202086541672,0.024481358948753553,0.317055083178715,0.75,0.7479743589743607,0.5398773006134969,11.938492675457953,8.441789127962247,116.9987113402062,0.835035073912418,0.9004558619789667,0.9424926388522369,62.20720388544071,0.01607530860640475
AZC1,AZC1_1,data/texts/AZC1_1.txt,395,31,25,28,4,26,7,121,0.07848101265822785,0.06329113924050633,0.07088607594936709,0.010126582278481013,0.06582278481012659,0.017721518987341773,0.30632911392405066,0.07454679193396689,0.03848133022970283,0.0693553449990552,0.014847109446939974,0.06777830953820645,0.014950844286040365,0.2883534014497645,0.6733333333333333,0.6980478087649401,0.4857142857142857,9.086882225022428,6.425396041156863,56.523986765922245,0.7960236429991885,0.8767253400833876,0.9255788255269101,47.51936171185534,0.02104405370728108
AZC1,AZC1_2,data/texts/AZC1_2.txt,596,38,35,40,10,31,20,174,0.06375838926174497,0.0587248322147651,0.06711409395973154,0.016778523489932886,0.05201342281879195,0.03355704697986577,0.29194630872483224,0.06859424449785646,0.05154086678685984,0.07089413530068338,0.017081556741445965,0.05423036871660008,0.04037925265639798,0.30533582314183333,0.758,0.7700245700245731,0.5790513833992095,13.02543877709954,9.210376087217297,127.30309734513274,0.8641414463507149,0.9122523339555115,0.9497825746487031,70.95957020817606,0.0140925318046075
AZC1,AZC1_3,data/texts/AZC1_3.txt,268,20,26,23,6,20,7,102,0.07462686567164178,0.09701492537313433,0.08582089552238806,0.022388059701492536,0.07462686567164178,0.026119402985074626,0.3805970149253731,0.05326482144449117,0.05372138802126207,0.06676959950134398,0.0172432882203537,0.06763426981421772,0.02689817327458803,0.28954063194437096,0.7,0.7181884057971015,0.5738396624472574,8.83414931347818,6.246686885574905,69.93469805454299,0.8281352032543542,0.8984273689272589,0.9369545564470501,53.83399133590613,0.018575624344112515
AZC1,AZC1_4,data/texts/AZC1_4.txt,404,26,29,27,12,14,16,124,0.06435643564356436,0.07178217821782178,0.06683168316831684,0.0297029702970297,0.034653465346534656,0.039603960396039604,0.3069306930693069,0.080339118960315,0.054995991981015124,0.08271936843679728,0.0343946084599354,0.03483788940441046,0.0571379394827575,0.35773904454510036,0.7266666666666666,0.7370564516129025,0.6282420749279539,11.702853170671414,8.275166836212245,106.28805764595938,0.8401343138451525,0.9205327564044079,0.9531215174308616,73.6067405296452,0.013585712297601997
